request_started_at,first_raw_event_ms,first_nonempty_text_ms,first_20_text_chars_ms,total_ms,input_tokens,cached_input_tokens,uncached_input_tokens,output_tokens,retries,error,raw_events,response_chars,response_text,tool_calls,request_id,response_model,requested_service_tier,response_service_tier,azure_region,arm,provider,requested_model,azure_deployment,block_number,block_sequence,sequence_number,workload,workload_hash,request_shape_sha256,message_count,tool_count
2026-08-28T12:49:35.982379+00:00,4369.928025000263,4370.270202998654,4371.667217998038,4627.433694997308,10031,10028,3,35,0,null,35,99,"Potrebujem typ izby, termín pobytu a meno hosťa. Rezerváciu vám viem vybaviť priamo tu cez telefón.",[],chatcmpl-EHqJXIDLrUcue54VfaH5yOXOWPi8J,gpt-5.6-terra,default,default,,B,openai,gpt-5.6-terra,,4,5,35,warm,6cc90b0592c68d2bae6c0e7672a99a5ca54de69773d6903e12eee4ba95497456,6cc90b0592c68d2bae6c0e7672a99a5ca54de69773d6903e12eee4ba95497456,3,4
2026-08-28T12:49:40.609934+00:00,4048.5199870017823,4049.212694000744,4054.1409040015424,4326.021880002372,10031,10028,3,34,0,null,34,98,"Potrebujem typ izby, termín pobytu a vaše meno. Rezerváciu vám viem vybaviť priamo tu cez telefón.",[],chatcmpl-EHqJcyOhQM4OQIwhKV3RoJ6rEfCAY,gpt-5.6-terra,default,default,,B,openai,gpt-5.6-terra,,4,6,36,warm,6cc90b0592c68d2bae6c0e7672a99a5ca54de69773d6903e12eee4ba95497456,6cc90b0592c68d2bae6c0e7672a99a5ca54de69773d6903e12eee4ba95497456,3,4
2026-08-28T12:49:44.936106+00:00,3885.9434180012613,3906.8301919978694,3950.605130998156,4352.940028999001,10031,10028,3,36,0,null,36,112,"Na rezerváciu potrebujem typ izby, termín pobytu a vaše meno. Rezerváciu vám viem vybaviť priamo tu cez telefón.",[],chatcmpl-EHqJgi5kTiVKhMOVjLlZOlJjsmbth,gpt-5.6-terra,default,default,,B,openai,gpt-5.6-terra,,4,7,37,warm,6cc90b0592c68d2bae6c0e7672a99a5ca54de69773d6903e12eee4ba95497456,6cc90b0592c68d2bae6c0e7672a99a5ca54de69773d6903e12eee4ba95497456,3,4
2026-08-28T12:49:49.289266+00:00,4070.9721300008823,4071.868465998705,4135.834209999302,4483.426980998047,10031,10028,3,34,0,null,34,98,"Potrebujem typ izby, termín pobytu a vaše meno. Rezerváciu vám viem vybaviť priamo tu cez telefón.",[],chatcmpl-EHqJk1njxfVgdVGmyoEGdzspILDzy,gpt-5.6-terra,default,default,,B,openai,gpt-5.6-terra,,4,8,38,warm,6cc90b0592c68d2bae6c0e7672a99a5ca54de69773d6903e12eee4ba95497456,6cc90b0592c68d2bae6c0e7672a99a5ca54de69773d6903e12eee4ba95497456,3,4
2026-08-28T12:49:53.772823+00:00,4400.811270999839,4402.921887001867,4408.39266400144,4552.115203001449,10031,10028,3,34,0,null,34,98,"Potrebujem typ izby, termín pobytu a vaše meno. Rezerváciu vám viem vybaviť priamo tu cez telefón.",[],chatcmpl-EHqJpq9lh0Twlt1AEQQNR43Ag6z56,gpt-5.6-terra,default,default,,B,openai,gpt-5.6-terra,,4,9,39,warm,6cc90b0592c68d2bae6c0e7672a99a5ca54de69773d6903e12eee4ba95497456,6cc90b0592c68d2bae6c0e7672a99a5ca54de69773d6903e12eee4ba95497456,3,4
2026-08-28T12:49:58.325099+00:00,4148.512395997386,4149.242282997875,4153.1178259974695,4291.847111999232,10031,10028,3,35,0,null,35,99,"Potrebujem typ izby, termín pobytu a meno hosťa. Rezerváciu vám viem vybaviť priamo tu cez telefón.",[],chatcmpl-EHqJt1FcL4gfIMKsYS4nCgeOZGOst,gpt-5.6-terra,default,default,,B,openai,gpt-5.6-terra,,4,10,40,warm,6cc90b0592c68d2bae6c0e7672a99a5ca54de69773d6903e12eee4ba95497456,6cc90b0592c68d2bae6c0e7672a99a5ca54de69773d6903e12eee4ba95497456,3,4
2026-08-28T12:50:02.617257+00:00,1299.5770779998566,1585.2069969987497,1589.8164749996795,1599.4746840005973,10031,10028,3,29,0,null,29,71,"Dobrý deň. Potrebujem typ izby, termín pobytu a vaše meno a priezvisko.",[],chatcmpl-EHqJvNuFCFdJXUfPQ8QJPZwhuRKiA,gpt-5.6-luna-2026-07-09,default,default,Poland Central,C,azure,gpt-5.6-luna,gpt-5.6-luna,4,1,31,warm,6cc90b0592c68d2bae6c0e7672a99a5ca54de69773d6903e12eee4ba95497456,6cc90b0592c68d2bae6c0e7672a99a5ca54de69773d6903e12eee4ba95497456,3,4
2026-08-28T12:50:04.217041+00:00,1954.8902759997873,2238.027784998849,2241.4018559975375,2251.6568949977227,10031,10028,3,29,0,null,29,75,"Dobrý deň. Potrebujem typ izby, termín pobytu a vaše meno alebo priezvisko.",[],chatcmpl-EHqJwHfcBvL2340K5gp8aqoMYhC3d,gpt-5.6-luna-2026-07-09,default,default,Poland Central,C,azure,gpt-5.6-luna,gpt-5.6-luna,4,2,32,warm,6cc90b0592c68d2bae6c0e7672a99a5ca54de69773d6903e12eee4ba95497456,6cc90b0592c68d2bae6c0e7672a99a5ca54de69773d6903e12eee4ba95497456,3,4
2026-08-28T12:50:06.469229+00:00,1335.0661110016517,1737.2655220024171,1740.3609710017918,1760.9367790028045,10031,10028,3,50,0,null,50,136,"Dobrý deň. Na rezerváciu potrebujem typ izby, dátum príchodu, dátum odchodu, vaše meno a priezvisko a telefónne číslo, z ktorého voláte.",[],chatcmpl-EHqJyQw0JYfk3GRr1yP69l9ypINWB,gpt-5.6-luna-2026-07-09,default,default,Poland Central,C,azure,gpt-5.6-luna,gpt-5.6-luna,4,3,33,warm,6cc90b0592c68d2bae6c0e7672a99a5ca54de69773d6903e12eee4ba95497456,6cc90b0592c68d2bae6c0e7672a99a5ca54de69773d6903e12eee4ba95497456,3,4
2026-08-28T12:50:08.230299+00:00,1511.3629350016708,1661.3848880006117,1661.7620850011008,1664.5398390028276,10031,10028,3,26,0,null,26,74,"Na rezerváciu potrebujem typ izby, termín pobytu a vaše meno a priezvisko.",[],chatcmpl-EHqK0a7R9wdE5EaWNLLVDyJiXMlyI,gpt-5.6-luna-2026-07-09,default,default,Poland Central,C,azure,gpt-5.6-luna,gpt-5.6-luna,4,4,34,warm,6cc90b0592c68d2bae6c0e7672a99a5ca54de69773d6903e12eee4ba95497456,6cc90b0592c68d2bae6c0e7672a99a5ca54de69773d6903e12eee4ba95497456,3,4
2026-08-28T12:50:09.894916+00:00,1691.1083589984628,1981.578206999984,1982.9461160006758,1989.0271539989044,10031,10028,3,31,0,null,31,85,"Dobrý deň. Na rezerváciu potrebujem typ izby, termín pobytu a vaše meno a priezvisko.",[],chatcmpl-EHqK25aQNr6DjowcZPCQuGbZ6wg5I,gpt-5.6-luna-2026-07-09,default,default,Poland Central,C,azure,gpt-5.6-luna,gpt-5.6-luna,4,5,35,warm,6cc90b0592c68d2bae6c0e7672a99a5ca54de69773d6903e12eee4ba95497456,6cc90b0592c68d2bae6c0e7672a99a5ca54de69773d6903e12eee4ba95497456,3,4
2026-08-28T12:50:11.884038+00:00,1441.9172130001243,1619.7999359974347,1623.9812029998575,1644.150306998199,10031,10028,3,44,0,null,44,118,"Dobrý deň. Na rezerváciu potrebujem typ izby, dátum príchodu, dátum odchodu, vaše meno a priezvisko a telefónne číslo.",[],chatcmpl-EHqK4vDolRwPLLPOImYxR87YQafBA,gpt-5.6-luna-2026-07-09,default,default,Poland Central,C,azure,gpt-5.6-luna,gpt-5.6-luna,4,6,36,warm,6cc90b0592c68d2bae6c0e7672a99a5ca54de69773d6903e12eee4ba95497456,6cc90b0592c68d2bae6c0e7672a99a5ca54de69773d6903e12eee4ba95497456,3,4
2026-08-28T12:50:13.528337+00:00,1720.6755859988334,1966.5924879991508,1969.9032909993548,1986.5880199977255,10031,10028,3,31,0,null,31,85,"Dobrý deň. Na rezerváciu potrebujem typ izby, termín pobytu a vaše meno a priezvisko.",[],chatcmpl-EHqK5wFBfl4dcszQ9v5hw3Q7EyiAk,gpt-5.6-luna-2026-07-09,default,default,Poland Central,C,azure,gpt-5.6-luna,gpt-5.6-luna,4,7,37,warm,6cc90b0592c68d2bae6c0e7672a99a5ca54de69773d6903e12eee4ba95497456,6cc90b0592c68d2bae6c0e7672a99a5ca54de69773d6903e12eee4ba95497456,3,4
2026-08-28T12:50:15.515143+00:00,2011.4366720008547,2013.717085999815,2016.5097240023897,2031.4465280025615,10031,10028,3,31,0,null,31,85,"Dobrý deň, na rezerváciu potrebujem typ izby, termín pobytu a vaše meno a priezvisko.",[],chatcmpl-EHqK7KjHNh7ey4Kq2qitIq2O4hJDS,gpt-5.6-luna-2026-07-09,default,default,Poland Central,C,azure,gpt-5.6-luna,gpt-5.6-luna,4,8,38,warm,6cc90b0592c68d2bae6c0e7672a99a5ca54de69773d6903e12eee4ba95497456,6cc90b0592c68d2bae6c0e7672a99a5ca54de69773d6903e12eee4ba95497456,3,4
2026-08-28T12:50:17.546833+00:00,2640.268336999725,3049.7355979969143,3051.0894679973717,3070.196737997321,10031,10028,3,41,0,null,41,121,"Na rezerváciu potrebujem typ izby, termín pobytu a vaše meno a priezvisko. Rezerváciu viem vybaviť priamo tu cez telefón.",[],chatcmpl-EHqKArIq8NfVJxzeNQjtNE0EIQj0F,gpt-5.6-luna-2026-07-09,default,default,Poland Central,C,azure,gpt-5.6-luna,gpt-5.6-luna,4,9,39,warm,6cc90b0592c68d2bae6c0e7672a99a5ca54de69773d6903e12eee4ba95497456,6cc90b0592c68d2bae6c0e7672a99a5ca54de69773d6903e12eee4ba95497456,3,4
2026-08-28T12:50:20.617299+00:00,1517.1218620016589,1925.8873940016201,1929.574469999352,1950.112030001037,10031,10028,3,52,0,null,52,140,"Dobrý deň. Na rezerváciu potrebujem typ izby, termín pobytu, vaše meno a priezvisko; telefónne číslo môžem zapísať z toho, z ktorého voláte.",[],chatcmpl-EHqKDFZ0bTjEKZROGm22GQ9imED5M,gpt-5.6-luna-2026-07-09,default,default,Poland Central,C,azure,gpt-5.6-luna,gpt-5.6-luna,4,10,40,warm,6cc90b0592c68d2bae6c0e7672a99a5ca54de69773d6903e12eee4ba95497456,6cc90b0592c68d2bae6c0e7672a99a5ca54de69773d6903e12eee4ba95497456,3,4
2026-08-28T12:50:22.567566+00:00,3868.8503529992886,3870.139270002255,3874.8910290014464,3937.701165999897,10031,10028,3,30,0,null,30,85,"Dobrý deň. Na rezerváciu potrebujem typ izby, termín pobytu a vaše meno a priezvisko.",[],chatcmpl-EHqKHebfYkiAJ8MeUl4HsnmPRNaUQ,gpt-5.6-luna,default,default,,D,openai,gpt-5.6-luna,,4,1,31,warm,6cc90b0592c68d2bae6c0e7672a99a5ca54de69773d6903e12eee4ba95497456,6cc90b0592c68d2bae6c0e7672a99a5ca54de69773d6903e12eee4ba95497456,3,4
2026-08-28T12:50:26.505397+00:00,3658.6795119983435,3668.173112000659,3671.362170000066,3953.551949998655,10031,10028,3,37,0,null,37,116,"Na rezerváciu potrebujem typ izby, termín pobytu a vaše meno a priezvisko. Rezerváciu vybavím priamo tu telefonicky.",[],chatcmpl-EHqKLkPLCdMoeRlRhlbNyjTXpxrsn,gpt-5.6-luna,default,default,,D,openai,gpt-5.6-luna,,4,2,32,warm,6cc90b0592c68d2bae6c0e7672a99a5ca54de69773d6903e12eee4ba95497456,6cc90b0592c68d2bae6c0e7672a99a5ca54de69773d6903e12eee4ba95497456,3,4
2026-08-28T12:50:30.459161+00:00,3964.40385599999,3965.641967999545,3972.1789229988644,4079.9765619995014,10031,10028,3,41,0,null,41,114,"Dobrý deň. Na rezerváciu potrebujem typ izby, dátum príchodu, dátum odchodu, počet izieb a vaše meno a priezvisko.",[],chatcmpl-EHqKPGyXDiolsckd95CqA8KpWWuEj,gpt-5.6-luna,default,default,,D,openai,gpt-5.6-luna,,4,3,33,warm,6cc90b0592c68d2bae6c0e7672a99a5ca54de69773d6903e12eee4ba95497456,6cc90b0592c68d2bae6c0e7672a99a5ca54de69773d6903e12eee4ba95497456,3,4
2026-08-28T12:50:34.539291+00:00,3708.5318409990577,3726.385752001079,3727.920104000077,4067.832228000043,10031,10028,3,40,0,null,40,121,"Na rezerváciu potrebujem typ izby, termín pobytu a vaše meno a priezvisko. Rezerváciu viem vybaviť priamo tu cez telefón.",[],chatcmpl-EHqKTJYWA4yf2JEdVGcPo3ntMTERs,gpt-5.6-luna,default,default,,D,openai,gpt-5.6-luna,,4,4,34,warm,6cc90b0592c68d2bae6c0e7672a99a5ca54de69773d6903e12eee4ba95497456,6cc90b0592c68d2bae6c0e7672a99a5ca54de69773d6903e12eee4ba95497456,3,4
2026-08-28T12:50:38.607333+00:00,3904.8440710030263,3905.6151960030547,3909.8851930029923,4142.658200002188,10031,10028,3,37,0,null,37,101,"Dobrý deň. Na rezerváciu potrebujem typ izby, dátum príchodu, dátum odchodu a vaše meno a priezvisko.",[],chatcmpl-EHqKYug1f5TYE6JKJlKEsIVHUbZo2,gpt-5.6-luna,default,default,,D,openai,gpt-5.6-luna,,4,5,35,warm,6cc90b0592c68d2bae6c0e7672a99a5ca54de69773d6903e12eee4ba95497456,6cc90b0592c68d2bae6c0e7672a99a5ca54de69773d6903e12eee4ba95497456,3,4
2026-08-28T12:50:42.750165+00:00,3960.365659000672,3961.130634001165,3963.4905769999023,4269.875845999195,10031,10028,3,42,0,null,42,136,"Na rezerváciu potrebujem typ izby, termín pobytu a vaše meno alebo priezvisko. Ak chcete, rezerváciu viem vybaviť priamo tu cez telefón.",[],chatcmpl-EHqKcU6WWhK4dbBWhA2Fzq9nCPibe,gpt-5.6-luna,default,default,,D,openai,gpt-5.6-luna,,4,6,36,warm,6cc90b0592c68d2bae6c0e7672a99a5ca54de69773d6903e12eee4ba95497456,6cc90b0592c68d2bae6c0e7672a99a5ca54de69773d6903e12eee4ba95497456,3,4
2026-08-28T12:50:47.020315+00:00,3887.6621589988645,3888.1928650007467,3891.219896999246,4058.8406339993526,10031,10028,3,38,0,null,38,105,"Dobrý deň. Na rezerváciu potrebujem typ izby, dátum príchodu, dátum odchodu, vaše meno a telefónne číslo.",[],chatcmpl-EHqKgHbJ4b5vwJPa2arPKOgKyR0eI,gpt-5.6-luna,default,default,,D,openai,gpt-5.6-luna,,4,7,37,warm,6cc90b0592c68d2bae6c0e7672a99a5ca54de69773d6903e12eee4ba95497456,6cc90b0592c68d2bae6c0e7672a99a5ca54de69773d6903e12eee4ba95497456,3,4
2026-08-28T12:50:51.079326+00:00,3925.1800239981094,3925.520985998446,3928.8308979994326,4021.7970710000372,10031,10028,3,31,0,null,31,89,"Dobrý deň. Na rezerváciu potrebujem typ izby, termín ubytovania a vaše meno a priezvisko.",[],chatcmpl-EHqKkYgrHZz3dvQhZcCdOKjrL7JP8,gpt-5.6-luna,default,default,,D,openai,gpt-5.6-luna,,4,8,38,warm,6cc90b0592c68d2bae6c0e7672a99a5ca54de69773d6903e12eee4ba95497456,6cc90b0592c68d2bae6c0e7672a99a5ca54de69773d6903e12eee4ba95497456,3,4
2026-08-28T12:50:55.101312+00:00,3897.265529998549,3897.973297000135,3899.499326998921,4067.391773998679,10031,10028,3,46,0,null,46,130,"Na rezerváciu potrebujem typ izby, termín pobytu a vaše meno a priezvisko. Telefónne číslo môžem zapísať z toho, z ktorého voláte.",[],chatcmpl-EHqKoJfMMJmrIrBGxW2rWJreJBGDi,gpt-5.6-luna,default,default,,D,openai,gpt-5.6-luna,,4,9,39,warm,6cc90b0592c68d2bae6c0e7672a99a5ca54de69773d6903e12eee4ba95497456,6cc90b0592c68d2bae6c0e7672a99a5ca54de69773d6903e12eee4ba95497456,3,4
2026-08-28T12:50:59.168850+00:00,1408.890522998263,1414.1105939997942,1415.7830949989147,1768.0997179995757,10031,10028,3,40,0,null,40,121,"Na rezerváciu potrebujem typ izby, termín pobytu a vaše meno a priezvisko. Rezerváciu viem vybaviť priamo tu cez telefón.",[],chatcmpl-EHqKqDkhyoXAURSv3t2vdzRvNaT4F,gpt-5.6-luna,default,default,,D,openai,gpt-5.6-luna,,4,10,40,warm,6cc90b0592c68d2bae6c0e7672a99a5ca54de69773d6903e12eee4ba95497456,6cc90b0592c68d2bae6c0e7672a99a5ca54de69773d6903e12eee4ba95497456,3,4
2026-08-28T12:51:00.937193+00:00,2056.009906998952,2102.8043420010363,2103.614069001196,2106.583741999202,10031,10028,3,25,0,null,25,69,"Potrebujem typ izby, termín pobytu, počet izieb a meno na rezerváciu.",[],chatcmpl-EHqKrkplTn2UwjyJV2qn7bXWKAKiG,gpt-5.6-terra-2026-07-09,default,default,Poland Central,A,azure,gpt-5.6-terra,gpt-5.6-terra,5,1,41,warm,6cc90b0592c68d2bae6c0e7672a99a5ca54de69773d6903e12eee4ba95497456,6cc90b0592c68d2bae6c0e7672a99a5ca54de69773d6903e12eee4ba95497456,3,4
2026-08-28T12:51:03.043848+00:00,1279.6462859987514,1459.0340569993714,1460.7311929976277,1473.408258996642,10031,10028,3,35,0,null,35,98,"Potrebujem termín pobytu, typ izby a vaše meno. Rezerváciu vám viem vybaviť priamo tu cez telefón.",[],chatcmpl-EHqKtZON9zYO4V60SerHacLjY5OAP,gpt-5.6-terra-2026-07-09,default,default,Poland Central,A,azure,gpt-5.6-terra,gpt-5.6-terra,5,2,42,warm,6cc90b0592c68d2bae6c0e7672a99a5ca54de69773d6903e12eee4ba95497456,6cc90b0592c68d2bae6c0e7672a99a5ca54de69773d6903e12eee4ba95497456,3,4
2026-08-28T12:51:04.517389+00:00,1079.0185590012698,1525.308603002486,1527.4946050012659,1538.1310470002063,10031,10028,3,35,0,null,35,98,"Potrebujem typ izby, termín pobytu a vaše meno. Rezerváciu vám viem vybaviť priamo tu cez telefón.",[],chatcmpl-EHqKudSbd0olZpwKQAMHXYRzSEHBS,gpt-5.6-terra-2026-07-09,default,default,Poland Central,A,azure,gpt-5.6-terra,gpt-5.6-terra,5,3,43,warm,6cc90b0592c68d2bae6c0e7672a99a5ca54de69773d6903e12eee4ba95497456,6cc90b0592c68d2bae6c0e7672a99a5ca54de69773d6903e12eee4ba95497456,3,4
2026-08-28T12:51:06.055685+00:00,1338.9852860018436,1747.6494300026388,1750.0708370025677,1763.068154003122,10031,10028,3,35,0,null,35,98,"Potrebujem typ izby, termín pobytu a vaše meno. Rezerváciu vám viem vybaviť priamo tu cez telefón.",[],chatcmpl-EHqKwRW7dsgUD5Xr1pKTPWsl7Dxt7,gpt-5.6-terra-2026-07-09,default,default,Poland Central,A,azure,gpt-5.6-terra,gpt-5.6-terra,5,4,44,warm,6cc90b0592c68d2bae6c0e7672a99a5ca54de69773d6903e12eee4ba95497456,6cc90b0592c68d2bae6c0e7672a99a5ca54de69773d6903e12eee4ba95497456,3,4
2026-08-28T12:51:07.818897+00:00,1522.1849350018601,1642.3457040000358,1644.6370529993146,1649.5278460024565,10031,10028,3,24,0,null,24,60,"Potrebujem typ izby, termín pobytu a vaše meno a priezvisko.",[],chatcmpl-EHqKywvpZ8SnbgVsHyf8oa5NGm7FO,gpt-5.6-terra-2026-07-09,default,default,Poland Central,A,azure,gpt-5.6-terra,gpt-5.6-terra,5,5,45,warm,6cc90b0592c68d2bae6c0e7672a99a5ca54de69773d6903e12eee4ba95497456,6cc90b0592c68d2bae6c0e7672a99a5ca54de69773d6903e12eee4ba95497456,3,4
2026-08-28T12:51:09.468539+00:00,1304.0673840005184,1304.518218999874,1305.3901879975456,1308.3757819986204,10031,10028,3,24,0,null,24,60,"Potrebujem typ izby, termín pobytu a vaše meno a priezvisko.",[],chatcmpl-EHqKz9GH1WBdk5ZqMt8aFilf6LR7a,gpt-5.6-terra-2026-07-09,default,default,Poland Central,A,azure,gpt-5.6-terra,gpt-5.6-terra,5,6,46,warm,6cc90b0592c68d2bae6c0e7672a99a5ca54de69773d6903e12eee4ba95497456,6cc90b0592c68d2bae6c0e7672a99a5ca54de69773d6903e12eee4ba95497456,3,4
2026-08-28T12:51:10.777006+00:00,1738.6793769983342,1920.2110879996326,1922.6482550002402,1935.2511239994783,10031,10028,3,36,0,null,36,102,"Potrebujem typ izby, termín ubytovania a vaše meno. Rezerváciu vám viem vybaviť priamo tu cez telefón.",[],chatcmpl-EHqL1Y308F757BF8kjASEF8y5gIjN,gpt-5.6-terra-2026-07-09,default,default,Poland Central,A,azure,gpt-5.6-terra,gpt-5.6-terra,5,7,47,warm,6cc90b0592c68d2bae6c0e7672a99a5ca54de69773d6903e12eee4ba95497456,6cc90b0592c68d2bae6c0e7672a99a5ca54de69773d6903e12eee4ba95497456,3,4
2026-08-28T12:51:12.712454+00:00,1747.8861849995155,2054.9666850020003,2059.445949002111,2070.4974830005085,10031,10028,3,35,0,null,35,98,"Potrebujem typ izby, termín pobytu a vaše meno. Rezerváciu vám viem vybaviť priamo tu cez telefón.",[],chatcmpl-EHqL3u7kFavpkg20phJlZW4jOZaUl,gpt-5.6-terra-2026-07-09,default,default,Poland Central,A,azure,gpt-5.6-terra,gpt-5.6-terra,5,8,48,warm,6cc90b0592c68d2bae6c0e7672a99a5ca54de69773d6903e12eee4ba95497456,6cc90b0592c68d2bae6c0e7672a99a5ca54de69773d6903e12eee4ba95497456,3,4
2026-08-28T12:51:14.783124+00:00,2033.7338249992172,2101.074525002332,2102.6577970005746,2106.997445000161,10031,10028,3,24,0,null,24,60,"Potrebujem typ izby, termín pobytu a vaše meno a priezvisko.",[],chatcmpl-EHqL5Z0N3Ow3G2c1xOnB8nm8NJxD0,gpt-5.6-terra-2026-07-09,default,default,Poland Central,A,azure,gpt-5.6-terra,gpt-5.6-terra,5,9,49,warm,6cc90b0592c68d2bae6c0e7672a99a5ca54de69773d6903e12eee4ba95497456,6cc90b0592c68d2bae6c0e7672a99a5ca54de69773d6903e12eee4ba95497456,3,4
2026-08-28T12:51:16.890239+00:00,1929.3660069997713,2244.7912269999506,2246.541963002528,2254.479100000026,10031,10028,3,35,0,null,35,98,"Potrebujem typ izby, termín pobytu a vaše meno. Rezerváciu vám viem vybaviť priamo tu cez telefón.",[],chatcmpl-EHqL7lDsr46sly0nH6LcMVdEejKUC,gpt-5.6-terra-2026-07-09,default,default,Poland Central,A,azure,gpt-5.6-terra,gpt-5.6-terra,5,10,50,warm,6cc90b0592c68d2bae6c0e7672a99a5ca54de69773d6903e12eee4ba95497456,6cc90b0592c68d2bae6c0e7672a99a5ca54de69773d6903e12eee4ba95497456,3,4
2026-08-28T12:51:19.144838+00:00,4125.376329000574,4126.406867999322,4131.6556300007505,4536.5182050009025,10031,10028,3,35,0,null,35,99,"Potrebujem typ izby, termín pobytu a meno hosťa. Rezerváciu vám viem vybaviť priamo tu cez telefón.",[],chatcmpl-EHqLCkXgiCtNRatQICOVdsF2jtzRT,gpt-5.6-terra,default,default,,B,openai,gpt-5.6-terra,,5,1,41,warm,6cc90b0592c68d2bae6c0e7672a99a5ca54de69773d6903e12eee4ba95497456,6cc90b0592c68d2bae6c0e7672a99a5ca54de69773d6903e12eee4ba95497456,3,4
2026-08-28T12:51:23.681523+00:00,4002.4800240025797,4004.3083450000267,4040.3544470027555,4400.872545000311,10031,10028,3,35,0,null,35,102,"Potrebujem typ izby, termín ubytovania a vaše meno. Rezerváciu vám viem vybaviť priamo tu cez telefón.",[],chatcmpl-EHqLHi0wk44YD10yZniFR5Il3vmfz,gpt-5.6-terra,default,default,,B,openai,gpt-5.6-terra,,5,2,42,warm,6cc90b0592c68d2bae6c0e7672a99a5ca54de69773d6903e12eee4ba95497456,6cc90b0592c68d2bae6c0e7672a99a5ca54de69773d6903e12eee4ba95497456,3,4
2026-08-28T12:51:28.082583+00:00,1942.8577319995384,1943.2877139988705,1945.2113000006648,2222.819619000802,10031,10028,3,35,0,null,35,102,"Potrebujem typ izby, termín ubytovania a vaše meno. Rezerváciu vám viem vybaviť priamo tu cez telefón.",[],chatcmpl-EHqLJNNRrhmpyG6kdLyW00ks2MDp5,gpt-5.6-terra,default,default,,B,openai,gpt-5.6-terra,,5,3,43,warm,6cc90b0592c68d2bae6c0e7672a99a5ca54de69773d6903e12eee4ba95497456,6cc90b0592c68d2bae6c0e7672a99a5ca54de69773d6903e12eee4ba95497456,3,4
2026-08-28T12:51:30.305680+00:00,1970.939319999161,1971.5383919974556,2000.6230910003069,2313.023925999005,10031,10028,3,34,0,null,34,98,"Potrebujem typ izby, termín pobytu a vaše meno. Rezerváciu vám viem vybaviť priamo tu cez telefón.",[],chatcmpl-EHqLLEX5y5FeJIjVjWaeBekDe2iV9,gpt-5.6-terra,default,default,,B,openai,gpt-5.6-terra,,5,4,44,warm,6cc90b0592c68d2bae6c0e7672a99a5ca54de69773d6903e12eee4ba95497456,6cc90b0592c68d2bae6c0e7672a99a5ca54de69773d6903e12eee4ba95497456,3,4
2026-08-28T12:51:32.618910+00:00,1444.3232199992053,1444.6727249996911,1503.1456260003324,1862.1671740002057,10031,10028,3,35,0,null,35,99,"Potrebujem typ izby, termín pobytu a meno hosťa. Rezerváciu vám viem vybaviť priamo tu cez telefón.",[],chatcmpl-EHqLNfcQDLqMYp7L0QXF2j52XXmhr,gpt-5.6-terra,default,default,,B,openai,gpt-5.6-terra,,5,5,45,warm,6cc90b0592c68d2bae6c0e7672a99a5ca54de69773d6903e12eee4ba95497456,6cc90b0592c68d2bae6c0e7672a99a5ca54de69773d6903e12eee4ba95497456,3,4
2026-08-28T12:51:34.481310+00:00,1482.7656420020503,1483.4560250019422,1486.6350570009672,1708.748764001939,10031,10028,3,34,0,null,34,98,"Potrebujem typ izby, termín pobytu a vaše meno. Rezerváciu vám viem vybaviť priamo tu cez telefón.",[],chatcmpl-EHqLPKvuz9nwpCs8MIOKrKxP1RAnZ,gpt-5.6-terra,default,default,,B,openai,gpt-5.6-terra,,5,6,46,warm,6cc90b0592c68d2bae6c0e7672a99a5ca54de69773d6903e12eee4ba95497456,6cc90b0592c68d2bae6c0e7672a99a5ca54de69773d6903e12eee4ba95497456,3,4
2026-08-28T12:51:36.190188+00:00,2131.813271000283,2133.2560810005816,2135.7906970006297,2248.2195350021357,10031,10028,3,35,0,null,35,99,"Potrebujem typ izby, termín pobytu a meno hosťa. Rezerváciu vám viem vybaviť priamo tu cez telefón.",[],chatcmpl-EHqLRMzhOachVeg7TEeBYgyrN6Dfs,gpt-5.6-terra,default,default,,B,openai,gpt-5.6-terra,,5,7,47,warm,6cc90b0592c68d2bae6c0e7672a99a5ca54de69773d6903e12eee4ba95497456,6cc90b0592c68d2bae6c0e7672a99a5ca54de69773d6903e12eee4ba95497456,3,4
2026-08-28T12:51:38.438555+00:00,1407.3415299972112,1408.2636929997534,1447.3605259991018,1663.706485000148,10031,10028,3,23,0,null,23,60,"Potrebujem typ izby, termín pobytu a vaše meno a priezvisko.",[],chatcmpl-EHqLTWkOAhroKXBuanz01cTsFPtAS,gpt-5.6-terra,default,default,,B,openai,gpt-5.6-terra,,5,8,48,warm,6cc90b0592c68d2bae6c0e7672a99a5ca54de69773d6903e12eee4ba95497456,6cc90b0592c68d2bae6c0e7672a99a5ca54de69773d6903e12eee4ba95497456,3,4
2026-08-28T12:51:40.102475+00:00,1068.1527479973738,1069.824707999942,1111.206105997553,1467.980407000141,10031,10028,3,34,0,null,34,98,"Potrebujem typ izby, termín pobytu a vaše meno. Rezerváciu vám viem vybaviť priamo tu cez telefón.",[],chatcmpl-EHqLULqF4cEavzBZxWF6MMyw9YY4m,gpt-5.6-terra,default,default,,B,openai,gpt-5.6-terra,,5,9,49,warm,6cc90b0592c68d2bae6c0e7672a99a5ca54de69773d6903e12eee4ba95497456,6cc90b0592c68d2bae6c0e7672a99a5ca54de69773d6903e12eee4ba95497456,3,4
